GlobalSequenceNumber,ConfigurationLayer,SourceFile,SourceLine,SourceSymbol,Channel,LogicalChannelIndex,ExpectedPrivateBank,SelectedBankBefore,BankSelectWrite,RegisterAddress,Operation,WriteData,WriteMask,ReadModifyWrite,KnownInitialBits,SymbolicUnknownBits,ComputedFinalValue,DelayBefore,DelayAfter,Condition,Reason,AuthorityReference
484,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_5_CH4,CH4,3,0x08,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: AGC lock,g2b_nvp_video_diag.sv:847
485,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_5_CH4,CH4,3,0x08,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
486,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_5_CH4,CH4,3,0x08,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: H lock,g2b_nvp_video_diag.sv:849
487,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_5_CH4,CH4,3,0x08,0x00,NO,0xEB,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: CH4 status,g2b_nvp_video_diag.sv:850
488,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_6_CH3,CH3,2,0x07,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
489,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_6_CH3,CH3,2,0x07,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
490,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_6_CH3,CH3,2,0x07,0x01,NO,0xC2,WRITE,0x02,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x2; observed 0x02,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
491,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_6_CH3,CH3,2,0x07,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
492,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_6_CH3,CH3,2,0x07,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
493,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
494,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
495,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
496,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
497,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH3 status,g2b_nvp_video_diag.sv:850
498,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
499,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
500,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
501,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
502,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH3 status,g2b_nvp_video_diag.sv:850
503,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
504,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
505,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
506,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: H lock,g2b_nvp_video_diag.sv:849
507,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: CH3 status,g2b_nvp_video_diag.sv:850
508,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: NOVID,g2b_nvp_video_diag.sv:846
509,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: AGC lock,g2b_nvp_video_diag.sv:847
510,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
511,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: H lock,g2b_nvp_video_diag.sv:849
512,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: CH3 status,g2b_nvp_video_diag.sv:850
513,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: NOVID,g2b_nvp_video_diag.sv:846
514,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: AGC lock,g2b_nvp_video_diag.sv:847
515,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
516,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: H lock,g2b_nvp_video_diag.sv:849
517,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_6_CH3,CH3,2,0x07,0x00,NO,0xEA,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: CH3 status,g2b_nvp_video_diag.sv:850
518,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_7_CH2,CH2,1,0x06,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
519,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_7_CH2,CH2,1,0x06,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
520,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_7_CH2,CH2,1,0x06,0x01,NO,0xC2,WRITE,0x01,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x1; observed 0x01,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
521,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_7_CH2,CH2,1,0x06,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
522,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_7_CH2,CH2,1,0x06,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
523,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
524,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
525,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
526,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
527,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE9,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH2 status,g2b_nvp_video_diag.sv:850
528,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
529,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
530,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
531,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
532,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE9,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH2 status,g2b_nvp_video_diag.sv:850
533,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
534,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
535,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
536,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: H lock,g2b_nvp_video_diag.sv:849
537,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE9,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: CH2 status,g2b_nvp_video_diag.sv:850
538,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: NOVID,g2b_nvp_video_diag.sv:846
539,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: AGC lock,g2b_nvp_video_diag.sv:847
540,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
541,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: H lock,g2b_nvp_video_diag.sv:849
542,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE9,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: CH2 status,g2b_nvp_video_diag.sv:850
543,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: NOVID,g2b_nvp_video_diag.sv:846
544,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: AGC lock,g2b_nvp_video_diag.sv:847
545,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
546,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: H lock,g2b_nvp_video_diag.sv:849
547,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_7_CH2,CH2,1,0x06,0x00,NO,0xE9,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: CH2 status,g2b_nvp_video_diag.sv:850
548,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,756,SESSION_8_CH1,CH1,0,0x05,0x00,YES,0xFF,WRITE,0x01,0xFF,NO,N/A,NONE,0x01,0,0,ALWAYS,select Bank1,g2b_nvp_video_diag.sv:756
549,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,757,SESSION_8_CH1,CH1,0,0x05,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,read route before RMW,g2b_nvp_video_diag.sv:757
550,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,758,SESSION_8_CH1,CH1,0,0x05,0x01,NO,0xC2,WRITE,0x00,0x0F,YES,upper nibble retained from preceding C2 read,C2[7:4] source-preserved; runtime ledger resolves to 0x0,(C2_PRE[7:4]<<4)|0x0; observed 0x00,0,0,ALWAYS,select channel while preserving unrelated upper nibble,g2b_nvp_video_diag.sv:758
551,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,785,SESSION_8_CH1,CH1,0,0x05,0x01,NO,0xC2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,route readback,g2b_nvp_video_diag.sv:785
552,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,787,SESSION_8_CH1,CH1,0,0x05,0x01,YES,0xFF,WRITE,0x00,0xFF,NO,N/A,NONE,0x00,0,0,ALWAYS,return to Bank0,g2b_nvp_video_diag.sv:787
553,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: NOVID,g2b_nvp_video_diag.sv:846
554,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: AGC lock,g2b_nvp_video_diag.sv:847
555,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
556,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: H lock,g2b_nvp_video_diag.sv:849
557,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 1/5: CH1 status,g2b_nvp_video_diag.sv:850
558,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: NOVID,g2b_nvp_video_diag.sv:846
559,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: AGC lock,g2b_nvp_video_diag.sv:847
560,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
561,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: H lock,g2b_nvp_video_diag.sv:849
562,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 2/5: CH1 status,g2b_nvp_video_diag.sv:850
563,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: NOVID,g2b_nvp_video_diag.sv:846
564,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: AGC lock,g2b_nvp_video_diag.sv:847
565,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
566,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: H lock,g2b_nvp_video_diag.sv:849
567,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 3/5: CH1 status,g2b_nvp_video_diag.sv:850
568,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: NOVID,g2b_nvp_video_diag.sv:846
569,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,847,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE0,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: AGC lock,g2b_nvp_video_diag.sv:847
570,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,848,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE1,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: comparator/clamp lock,g2b_nvp_video_diag.sv:848
571,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,849,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE2,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: H lock,g2b_nvp_video_diag.sv:849
572,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,850,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xE8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 4/5: CH1 status,g2b_nvp_video_diag.sv:850
573,L6_SESSION_ROUTE_STATUS,rtl/g2b/g2b_nvp_video_diag.sv,846,SESSION_8_CH1,CH1,0,0x05,0x00,NO,0xA8,READ,N/A,N/A,NO,N/A,NONE,READBACK,0,0,ALWAYS,stable sample 5/5: NOVID,g2b_nvp_video_diag.sv:846
